"Monitoring Point ID","Monitoring Point Name","Latitude","Longitude","Located on Feature Name","Located on Type","Drainage Region Name","Feature Reference Code","Monitoring Active","Sample Start Date","Sample Start Time","Sample End Date","Sample End Time","Time Interval","Sample Start Depth","Sample End Depth","Depth Interval","Preservative","Action Type","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Result","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Detection Limit","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Greater Than","CORR-Diss-Water (CORROSIVITY INDEX) (null) Result","CORR-Diss-Water (CORROSIVITY INDEX) (null) Detection Limit","CORR-Diss-Water (CORROSIVITY INDEX) (null) Greater Than","Ca-Diss-Water (CALCIUM) (mg/L) Result","Ca-Diss-Water (CALCIUM) (mg/L) Detection Limit","Ca-Diss-Water (CALCIUM) (mg/L) Greater Than","Cl-Diss-Water (CHLORIDE) (mg/L) Result","Cl-Diss-Water (CHLORIDE) (mg/L) Detection Limit","Cl-Diss-Water (CHLORIDE) (mg/L) Greater Than","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Result","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Detection Limit","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Greater Than","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Result","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Detection Limit","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Greater Than","F-Diss-Water (FLUORIDE) (mg/L) Result","F-Diss-Water (FLUORIDE) (mg/L) Detection Limit","F-Diss-Water (FLUORIDE) (mg/L) Greater Than","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Result","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Detection Limit","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Greater Than","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Result","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Detection Limit","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Greater Than","K-Diss-Water (POTASSIUM) (mg/L) Result","K-Diss-Water (POTASSIUM) (mg/L) Detection Limit","K-Diss-Water (POTASSIUM) (mg/L) Greater Than","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Result","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Detection Limit","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Greater Than","LANGL-Index-Water (LANGLIER INDEX) (null) Result","LANGL-Index-Water (LANGLIER INDEX) (null) Detection Limit","LANGL-Index-Water (LANGLIER INDEX) (null) Greater Than","Mg-Diss-Water (MAGNESIUM) (mg/L) Result","Mg-Diss-Water (MAGNESIUM) (mg/L) Detection Limit","Mg-Diss-Water (MAGNESIUM) (mg/L) Greater Than","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Result","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Detection Limit","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Greater Than","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Result","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Detection Limit","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Greater Than","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Result","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Detection Limit","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Greater Than","Na-Diss-Water (SODIUM) (mg/L) Result","Na-Diss-Water (SODIUM) (mg/L) Detection Limit","Na-Diss-Water (SODIUM) (mg/L) Greater Than","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Result","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Detection Limit","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Greater Than","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Result","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Detection Limit","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Greater Than","RYZNAR-Index-Water (RYZNAR) (null) Result","RYZNAR-Index-Water (RYZNAR) (null) Detection Limit","RYZNAR-Index-Water (RYZNAR) (null) Greater Than","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Result","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Detection Limit","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Greater Than","SO4-Diss-Water (SULPHATE) (mg/L) Result","SO4-Diss-Water (SULPHATE) (mg/L) Detection Limit","SO4-Diss-Water (SULPHATE) (mg/L) Greater Than","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Result","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Detection Limit","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Greater Than","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Result","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Detection Limit","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Greater Than","Si-Diss-Water (SILICON) (mg/L) Result","Si-Diss-Water (SILICON) (mg/L) Detection Limit","Si-Diss-Water (SILICON) (mg/L) Greater Than","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Result","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Detection Limit","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Greater Than","pH-Diss-Water (PH) (pH units) Result","pH-Diss-Water (PH) (pH units) Detection Limit","pH-Diss-Water (PH) (pH units) Greater Than","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Result","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Detection Limit","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Greater Than","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Result","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Detection Limit","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Greater Than","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Result","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Detection Limit","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Greater Than"
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1979-12-18","16:30:00","","","","0","","","NONE","Sample","0.085","","","0.049","","","42.8","1","","3.5","3","","324","1","","40.2","1","","0.05","0.1","","89.153","","","212.718","","","0.15","0.3","","","","","0.492","","","25.7","1","","0.001","","","0.02","0.04","","0.47","0.04","","1","2","","","","","0.01","0.005","","7.007","","","0.04","0","","4.6","4","","","","","","","","5.75","0.4","","199.6","4","","7.99","2","","7.498","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-01-23","09:00:00","","","","0","","","NONE","Sample","0.085","","","0.048","","","46.3","1","","5.3","3","","336","1","","40.2","1","","0.05","0.1","","80.134","","","210.751","","","0.36","0.3","","","","","0.433","","","23.1","1","","0.001","","","0.02","0.04","","2.92","0.04","","1","2","","","","","0.013","0.005","","7.034","","","0.04","0","","2","4","","","","","","","","6.42","0.4","","199.1","4","","7.9","2","","7.467","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-02-20","09:00:00","","","","0","","","NONE","Sample","0.128","","","0.06","","","50.2","1","","6.9","3","","328","1","","40.8","1","","0.05","0.1","","84.297","","","225.432","","","0.15","0.3","","","","","0.264","","","24.3","1","","0.001","","","0.02","0.04","","0.58","0.04","","2.2","2","","","","","0.003","0.005","","7.172","","","0.06","0","","2","4","","","","","","","","5.7","0.4","","196.8","4","","7.7","2","","7.436","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-03-19","09:10:00","","","","9.401","","","NONE","Sample","0.08","","","0.026","","","38.2","1","","1.5","3","","269","1","","40.3","1","","0.05","0.1","","84.644","","","195.877","","","0.15","0.3","","","","","0.446","","","24.4","1","","0.003","","","0.04","0.04","","0.1","0.04","","1","2","","","","","0.003","0.005","","7.179","","","0.04","0","","2","4","","","","","","","","2.96","0.4","","164.3","4","","8.07","2","","7.624","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-04-24","09:05:00","","","","0","","","NONE","Sample","0.091","","","0.034","","","35.6","1","","1.5","3","","210","1","","30.2","1","","0.14","0.1","","64.177","","","165.087","","","0.15","0.3","","","","","-0.077","","","18.5","1","","0.001","","","0.05","0.04","","0.02","0.04","","1","2","","","","","0.003","0.005","","7.844","","","0.05","0","","2","4","","","","","","","","6.86","0.4","","123.8","4","","7.69","2","","7.767","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-05-21","08:30:00","","","","0","","","NONE","Sample","0.085","","","0.023","","","47.3","1","","1.5","3","","306","1","","44","1","","0.05","0.1","","106.498","","","244.547","","","0.32","0.3","","","","","0.58","","","30.7","1","","0.001","","","0.02","0.04","","0.1","0.04","","1","2","","","","","0.003","0.005","","6.91","","","0.04","0","","2","4","","","","","","","","6.45","0.4","","183.1","4","","8.07","2","","7.49","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-07-23","10:00:00","","","","0","","","NONE","Sample","0.088","","","0.032","","","52.5","1","","3.5","3","","358","1","","44.2","1","","0.05","0.1","","103.029","","","253.414","","","0.15","0.3","","","","","0.463","","","29.7","1","","0.001","","","0.02","0.04","","0.4","0.04","","1","2","","","","","0.008","0.005","","6.914","","","0.04","0","","2","4","","","","","","","","6.03","0.4","","217.4","4","","7.84","2","","7.377","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-08-21","08:25:00","","","","0","","","NONE","Sample","0.089","","","0.049","","","53.1","1","","3.4","3","","369","1","","44.2","1","","0.05","0.1","","104.07","","","256.148","","","0.32","0.3","","","","","0.479","","","30","1","","0.001","","","0.02","0.04","","0.37","0.04","","1","2","","","","","0.003","0.005","","6.882","","","0.04","0","","6","4","","","","","","","","6.21","0.4","","223.6","4","","7.84","2","","7.361","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-09-16","08:30:00","","","","9.401","","","NONE","Sample","0.106","","","0.052","","","44.5","1","","3.3","3","","319","1","","41.6","1","","0.05","0.1","","98.52","","","228.083","","","0.15","0.3","","","","","0.342","","","28.4","1","","0.001","","","0.02","0.04","","0.29","0.04","","1","2","","","","","0.016","0.005","","7.156","","","0.05","0","","5.1","4","","","","","","","","6.02","0.4","","191.9","4","","7.84","2","","7.498","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-10-21","09:05:00","","","","9.401","","","NONE","Sample","0.168","","","0.049","","","43.6","1","","5","3","","312","1","","41.4","1","","0.05","0.1","","99.907","","","227.482","","","0.15","0.3","","","","","-0.151","","","28.8","1","","0","","","0.02","0.04","","0.34","0.04","","2.6","2","","","","","0.005","0.005","","7.672","","","0.08","0","","2","4","","","","","","","","6.08","0.4","","185.3","4","","7.37","2","","7.521","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-12-09","10:00:00","","","","0","","","NONE","Sample","0.13","","","0.048","","","50.1","1","","1.5","3","","341","1","","43.5","1","","0.05","0.1","","96.785","","","240.008","","","0.15","0.3","","","","","0.327","","","27.9","1","","0.001","","","0.04","0.04","","0.4","0.04","","2.2","2","","","","","0.003","0.005","","7.096","","","0.06","0","","7.3","4","","","","","","","","6.1","0.4","","203.8","4","","7.75","2","","7.423","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-01-21","12:15:00","","","","9.401","","","NONE","Sample","0.122","","","0.041","","","41.8","1","","3.5","3","","287","1","","37.8","1","","0.05","0.1","","84.297","","","204.456","","","0.15","0.3","","","","","-0.367","","","24.3","1","","0.001","","","0.13","0.04","","0.6","0.04","","2","2","","","","","0.003","0.005","","7.934","","","0.06","0","","2","4","","","","","","","","5.33","0.4","","172.5","4","","7.2","2","","7.567","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-02-18","10:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","37.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-05-19","12:30:00","","","","9.401","","","NONE","Sample","0.102","","","0.064","","","42.3","1","","4.4","3","","293","1","","37","1","","0.05","0.1","","87.072","","","208.999","","","0.15","0.3","","","","","-0.39","","","25.1","1","","0","","","0.02","0.04","","0.77","0.04","","1","2","","","","","0.003","0.005","","7.951","","","0.05","0","","4.7","4","","","","","","","","5.02","0.4","","173.4","4","","7.17","2","","7.56","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-07-21","11:35:00","","","","9.401","","","NONE","Sample","0.081","","","0.059","","","41.9","1","","5.9","3","","290","1","","37.7","1","","0.05","0.1","","78.746","","","198.116","","","0.15","0.3","","","","","0.141","","","22.7","1","","0.001","","","0.02","0.04","","0.84","0.04","","1","2","","","","","0.003","0.005","","7.417","","","0.04","0","","2","4","","","","","","","","5.37","0.4","","175.6","4","","7.7","2","","7.559","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-08-18","11:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","44.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-09-11","13:40:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","44.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-10-01","17:05:00","","","","9.401","","","NONE","Sample","0.156","","","0.07","","","55.4","1","","5.2","3","","376","1","","45.9","1","","0.05","0.1","","100.254","","","257.361","","","0.34","0.3","","","","","0.228","","","28.9","1","","0.002","","","0.08","0.04","","0.38","0.04","","2.6","2","","","","","0.003","0.005","","7.114","","","0.07","0","","8","4","","","","","","","","8.02","0.4","","224.4","4","","7.57","2","","7.342","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-12-04","18:10:00","","","","9.401","","","NONE","Sample","0.177","","","0.126","","","51.2","1","","8.5","3","","372","1","","45.4","1","","0.05","0.1","","99.56","","","246.049","","","0.36","0.3","","","","","0.309","","","28.7","1","","0.002","","","0.05","0.04","","0.37","0.04","","2.9","2","","","","","0.003","0.005","","7.081","","","0.08","0","","14.6","4","","","","","","","","6.25","0.4","","216.8","4","","7.7","2","","7.391","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-01-15","17:20:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","44.6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-02-11","11:15:00","","","","9.401","","","NONE","Sample","0.088","","","0.113","","","52.9","1","","13","3","","366","1","","46.8","1","","0.05","0.1","","102.336","","","253.589","","","0.49","0.3","","","","","0.52","","","29.5","1","","0.001","","","0.02","0.04","","0.38","0.04","","1","2","","","","","0.003","0.005","","6.861","","","0.04","0","","5.7","4","","","","","","","","6.35","0.4","","214.6","4","","7.9","2","","7.38","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-04-10","14:10:00","","","","9.401","","","NONE","Sample","0.113","","","0.033","","","57.4","1","","4.1","3","","385","1","","47.8","1","","0.05","0.1","","102.683","","","265.239","","","0.51","0.3","","","","","0.584","","","29.6","1","","0.001","","","0.02","0.04","","0.34","0.04","","2","2","","","","","0.003","0.005","","6.723","","","0.05","0","","2","4","","","","","","","","6.41","0.4","","235.6","4","","7.89","2","","7.306","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-05-15","09:59:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","43.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-06-09","17:10:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","43.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-06-19","10:50:00","","","","9.401","","","NONE","Sample","0.089","","","0.018","","","51.5","1","","1.5","3","","366","1","","45.9","1","","0.05","0.1","","94.357","","","240.621","","","0.15","0.3","","","","","0.559","","","27.2","1","","0.001","","","0.02","0.04","","0.5","0.04","","1","2","","","","","0.003","0.005","","6.802","","","0.04","0","","2","4","","","","","","","","5.96","0.4","","230.5","4","","7.92","2","","7.361","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-08-13","17:15:00","","","","9.401","","","NONE","Sample","0.157","","","0.018","","","50.9","1","","1.5","3","","373","1","","45.4","1","","0.05","0.1","","101.642","","","247.771","","","0.15","0.3","","","","","0.537","","","29.3","1","","0.001","","","0.02","0.04","","0.49","0.04","","2.4","2","","","","","0.003","0.005","","6.826","","","0.07","0","","2","4","","","","","","","","6.25","0.4","","232.4","4","","7.9","2","","7.363","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-09-18","10:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","44.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-10-16","08:59:00","","","","0","","","NONE","Sample","0.128","","","0.059","","","42.4","1","","4.3","3","","333","1","","42.2","1","","0.05","0.1","","100.254","","","224.897","","","0.44","0.3","","","","","0.503","","","28.9","1","","0.001","","","0.02","0.04","","0.45","0.04","","2.2","2","","","","","0.003","0.005","","6.994","","","0.06","0","","5.6","4","","","","","","","","6.16","0.4","","202.6","4","","8","2","","7.497","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-11-20","17:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","44.7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1983-01-22","17:35:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","43.8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1983-04-23","08:59:00","","","","9.401","","","NONE","Sample","0.179","","","0.072","","","52.2","1","","1.5","3","","380","1","","46.1","1","","0.12","0.1","","98.173","","","246.899","","","0.15","0.3","","","","","0.44","","","28.3","1","","0.003","","","0.07","0.04","","0.5","0.04","","2.9","2","","","","","0.007","0.005","","6.921","","","0.08","0","","13.7","4","","","","","","","","6.23","0.4","","228.5","4","","7.8","2","","7.36","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1983-10-15","13:00:00","","","","0","","","NONE","Sample","0.154","","","0.048","","","46.1","1","","1.5","3","","360","1","","44.3","1","","0.05","0.1","","104.764","","","239.491","","","0.15","0.3","","","","","0.622","","","30.2","1","","0.001","","","0.02","0.04","","0.44","0.04","","2.4","2","","","","","0.003","0.005","","6.806","","","0.07","0","","8.2","4","","","","","","","","6.8","0.4","","220.2","4","","8.05","2","","7.428","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1984-01-06","13:55:00","","","","0","","","NONE","Sample","0.173","","","0.065","","","46.6","1","","4.6","3","","348","1","","42.8","1","","0.05","0.1","","95.745","","","230.032","","","0.15","0.3","","","","","0.998","","","27.6","1","","0.003","","","0.02","0.04","","0.47","0.04","","2.9","2","","","","","0.003","0.005","","6.443","","","0.08","0","","6.8","4","","","","","","","","6.3","0.4","","210.5","4","","8.44","2","","7.441","","","","","","","",""
"101767","A1H004Q01 TWEEFONTEIN LOWER EYE AT TWEEFONTEIN (AT ROAD)","-25.544167","25.9475","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1984-04-06","14:59:00","","","","0","","","HGCL2","Sample","0.088","","","0.055","","","47.4","1","","4.4","3","","360","1","","44.1","1","","0.12","0.1","","94.357","","","230.383","","","0.15","0.3","","","","","0.699","","","27.2","1","","0.004","","","0.05","0.04","","0.49","0.04","","1","2","","","","","0.011","0.005","","6.711","","","0.04","0","","5.9","4","","","","","","","","6.25","0.4","","222.9","4","","8.11","2","","7.411","","","","","","","",""
