"Monitoring Point ID","Monitoring Point Name","Latitude","Longitude","Located on Feature Name","Located on Type","Drainage Region Name","Feature Reference Code","Monitoring Active","Sample Start Date","Sample Start Time","Sample End Date","Sample End Time","Time Interval","Sample Start Depth","Sample End Depth","Depth Interval","Preservative","Action Type","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Result","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Detection Limit","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Greater Than","CORR-Diss-Water (CORROSIVITY INDEX) (null) Result","CORR-Diss-Water (CORROSIVITY INDEX) (null) Detection Limit","CORR-Diss-Water (CORROSIVITY INDEX) (null) Greater Than","Ca-Diss-Water (CALCIUM) (mg/L) Result","Ca-Diss-Water (CALCIUM) (mg/L) Detection Limit","Ca-Diss-Water (CALCIUM) (mg/L) Greater Than","Cl-Diss-Water (CHLORIDE) (mg/L) Result","Cl-Diss-Water (CHLORIDE) (mg/L) Detection Limit","Cl-Diss-Water (CHLORIDE) (mg/L) Greater Than","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Result","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Detection Limit","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Greater Than","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Result","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Detection Limit","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Greater Than","F-Diss-Water (FLUORIDE) (mg/L) Result","F-Diss-Water (FLUORIDE) (mg/L) Detection Limit","F-Diss-Water (FLUORIDE) (mg/L) Greater Than","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Result","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Detection Limit","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Greater Than","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Result","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Detection Limit","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Greater Than","K-Diss-Water (POTASSIUM) (mg/L) Result","K-Diss-Water (POTASSIUM) (mg/L) Detection Limit","K-Diss-Water (POTASSIUM) (mg/L) Greater Than","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Result","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Detection Limit","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Greater Than","LANGL-Index-Water (LANGLIER INDEX) (null) Result","LANGL-Index-Water (LANGLIER INDEX) (null) Detection Limit","LANGL-Index-Water (LANGLIER INDEX) (null) Greater Than","Mg-Diss-Water (MAGNESIUM) (mg/L) Result","Mg-Diss-Water (MAGNESIUM) (mg/L) Detection Limit","Mg-Diss-Water (MAGNESIUM) (mg/L) Greater Than","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Result","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Detection Limit","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Greater Than","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Result","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Detection Limit","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Greater Than","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Result","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Detection Limit","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Greater Than","Na-Diss-Water (SODIUM) (mg/L) Result","Na-Diss-Water (SODIUM) (mg/L) Detection Limit","Na-Diss-Water (SODIUM) (mg/L) Greater Than","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Result","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Detection Limit","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Greater Than","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Result","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Detection Limit","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Greater Than","RYZNAR-Index-Water (RYZNAR) (null) Result","RYZNAR-Index-Water (RYZNAR) (null) Detection Limit","RYZNAR-Index-Water (RYZNAR) (null) Greater Than","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Result","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Detection Limit","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Greater Than","SO4-Diss-Water (SULPHATE) (mg/L) Result","SO4-Diss-Water (SULPHATE) (mg/L) Detection Limit","SO4-Diss-Water (SULPHATE) (mg/L) Greater Than","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Result","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Detection Limit","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Greater Than","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Result","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Detection Limit","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Greater Than","Si-Diss-Water (SILICON) (mg/L) Result","Si-Diss-Water (SILICON) (mg/L) Detection Limit","Si-Diss-Water (SILICON) (mg/L) Greater Than","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Result","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Detection Limit","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Greater Than","pH-Diss-Water (PH) (pH units) Result","pH-Diss-Water (PH) (pH units) Detection Limit","pH-Diss-Water (PH) (pH units) Greater Than","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Result","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Detection Limit","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Greater Than","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Result","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Detection Limit","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Greater Than","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Result","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Detection Limit","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Greater Than"
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-02-17","14:35:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","52.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-04-23","13:00:00","","","","9.401","","","NONE","Sample","0.186","","","0.069","","","58.6","1","","7.3","3","","416","1","","51.7","1","","0.21","0.1","","127.313","","","297.474","","","0.45","0.3","","","","","0.401","","","36.7","1","","0.001","","","0.02","0.04","","0.32","0.04","","3.1","2","","","","","0.005","0.005","","6.879","","","0.08","0","","6.4","4","","","","","","","","7.66","0.4","","247.6","4","","7.68","2","","7.279","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-05-20","10:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","51.6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-06-17","12:55:00","","","","0","","","NONE","Sample","0.138","","","0.083","","","48.9","1","","6.8","3","","418","1","","52","1","","0.17","0.1","","120.721","","","265.427","","","0.39","0.3","","","","","0.606","","","34.8","1","","0.002","","","0.04","0.04","","0.32","0.04","","2.3","2","","","","","0.013","0.005","","6.738","","","0.06","0","","11.2","4","","","","","","","","7.97","0.4","","255.8","4","","7.95","2","","7.344","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-07-22","13:00:00","","","","9.401","","","NONE","Sample","0.204","","","0.099","","","45.8","1","","8.4","3","","400","1","","48.3","1","","0.38","0.1","","123.15","","","260.568","","","0.45","0.3","","","","","0.293","","","35.5","1","","0.001","","","0.02","0.04","","0.36","0.04","","3.2","2","","","","","0.003","0.005","","7.104","","","0.09","0","","11.6","4","","","","","","","","7.83","0.4","","240.7","4","","7.69","2","","7.397","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-08-19","13:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","51.6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-09-09","12:50:00","","","","0","","","NONE","Sample","0.171","","","0.076","","","33.6","1","","6.3","3","","329","1","","43.2","1","","0.32","0.1","","118.987","","","225.16","","","0.39","0.3","","","","","0.487","","","34.3","1","","0.001","","","0.02","0.04","","0.37","0.04","","2.6","2","","","","","0.003","0.005","","7.115","","","0.08","0","","6.1","4","","","","","","","","7.86","0.4","","200.3","4","","8.09","2","","7.603","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-10-14","13:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","48.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-11-11","16:10:00","","","","9.401","","","NONE","Sample","0.176","","","0.159","","","41.2","1","","9.4","3","","378","1","","45.4","1","","0.25","0.1","","112.396","","","236.314","","","0.55","0.3","","","","","0.611","","","32.4","1","","0.001","","","0.02","0.04","","0.5","0.04","","2.9","2","","","","","0.003","0.005","","6.868","","","0.08","0","","20.8","4","","","","","","","","7.3","0.4","","220.1","4","","8.09","2","","7.479","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1981-12-16","11:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","52.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-01-20","11:30:00","","","","0","","","NONE","Sample","0.209","","","0.087","","","58.7","1","","14.1","3","","423","1","","52","1","","0.16","0.1","","114.824","","","282.899","","","0.15","0.3","","","","","0.791","","","33.1","1","","0.001","","","0.02","0.04","","0.52","0.04","","3.3","2","","","","","0.003","0.005","","6.478","","","0.09","0","","2","4","","","","","","","","7.24","0.4","","253.4","4","","8.06","2","","7.269","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-02-18","11:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","50.7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-03-16","15:58:00","","","","9.401","","","NONE","Sample","0.186","","","0.058","","","54","1","","4.5","3","","422","1","","51.5","1","","0.21","0.1","","119.334","","","276.515","","","0.5","0.3","","","","","0.803","","","34.4","1","","0.007","","","0.09","0.04","","0.44","0.04","","3","2","","","","","0.006","0.005","","6.493","","","0.08","0","","8.2","4","","","","","","","","7.53","0.4","","258.6","4","","8.1","2","","7.297","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-04-29","13:35:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","51.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-05-19","10:00:00","","","","9.401","","","NONE","Sample","0.165","","","0.031","","","60","1","","4.5","3","","439","1","","52.2","1","","0.13","0.1","","115.171","","","286.557","","","0.15","0.3","","","","","0.784","","","33.2","1","","0.002","","","0.04","0.04","","0.42","0.04","","2.6","2","","","","","0.003","0.005","","6.442","","","0.07","0","","2","4","","","","","","","","7.66","0.4","","275","4","","8.01","2","","7.226","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-06-23","10:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","51.5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-08-17","16:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","50","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-09-22","10:30:00","","","","9.401","","","NONE","Sample","0.152","","","0.068","","","35.8","1","","4.4","3","","340","1","","47.3","1","","0.19","0.1","","124.884","","","237.655","","","0.15","0.3","","","","","0.337","","","36","1","","0.001","","","0.02","0.04","","0.43","0.04","","2.4","2","","","","","0.006","0.005","","7.227","","","0.07","0","","7.5","4","","","","","","","","7.82","0.4","","206.5","4","","7.9","2","","7.563","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-10-13","11:10:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","52.3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1982-11-10","11:20:00","","","","0","","","NONE","Sample","0.177","","","0.068","","","43","1","","4.1","3","","361","1","","53.6","1","","0.15","0.1","","121.068","","","251.105","","","0.36","0.3","","","","","0.767","","","34.9","1","","0.004","","","0.04","0.04","","0.32","0.04","","2.9","2","","","","","0.007","0.005","","6.696","","","0.08","0","","8.7","4","","","","","","","","8.12","0.4","","218","4","","8.23","2","","7.463","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1983-02-10","13:10:00","","","","9.401","","","NONE","Sample","0.353","","","0.084","","","39.4","1","","4.2","3","","374","1","","48.5","1","","0.22","0.1","","115.518","","","235.526","","","0.99","0.3","","","","","0.184","","","33.3","1","","0.002","","","0.08","0.04","","0.34","0.04","","5.7","2","","","","","0.191","0.005","","7.303","","","0.16","0","","12.6","4","","","","","","","","7.98","0.4","","226.1","4","","7.67","2","","7.487","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1992-01-14","10:45:00","","","","0","","","HGCL2","Sample","0.143","","","0.062","","","60.8","1","","7.1","3","","456","1","","54.3","1","","0.2","0.1","","122.456","","","297.203","","","0.15","0.3","","","","","1.314","","","35.3","1","","0.007","","","0.041","0.04","","0.86","0.04","","2.5","2","","","","","0.011","0.005","","5.903","","","0.06","0","","6.9","4","","","","","","","","7.32","0.4","","278.4","4","","8.53","2","","7.216","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1992-03-17","10:30:00","","","","0","","","HGCL2","Sample","0.095","","","0.039","","","59.4","1","","4.5","3","","459","1","","50.2","1","","0.19","0.1","","122.456","","","293.707","","","0.37","0.3","","","","","1.046","","","35.3","1","","0.005","","","0.053","0.04","","0.879","0.04","","1","2","","","","","0.012","0.005","","6.169","","","0.04","0","","4.5","4","","","","","","","","7.92","0.4","","286.5","4","","8.26","2","","7.214","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1992-05-19","10:25:00","","","","0","","","HGCL2","Sample","0.024","","","0.027","","","59.9","1","","3.9","3","","452","1","","55.5","1","","0.2","0.1","","119.334","","","291.249","","","0.15","0.3","","","","","0.995","","","34.4","1","","0.005","","","0.051","0.04","","0.885","0.04","","1","2","","","","","0.005","0.005","","6.22","","","0.01","0","","2","4","","","","","","","","7.53","0.4","","283.2","4","","8.21","2","","7.215","","","","","","","",""
"90298","A3H011Q01 VERGENOEGD EYE AT VERGENOEGD","-25.604167","25.991389","VERGENOEGD EYE (A3)                                                                                 ","Spring/Eye","A31D","","No","1992-08-26","12:00:00","","","","0","","","HGCL2","Sample","0.143","","","0.032","","","60.4","1","","4.9","3","","455","1","","55.1","1","","0.12","0.1","","125.925","","","300.322","","","0.15","0.3","","","","","0.705","","","36.3","1","","0.001","","","0.02","0.04","","1.143","0.04","","2.4","2","","","","","0.003","0.005","","6.509","","","0.06","0","","2","4","","","","","","","","7.13","0.4","","281.3","4","","7.92","2","","7.215","","","","","","","",""
"90299","A3H012Q01 KLAARSTROOM EYE AT KLAARSTROOM","-25.551667","25.9975","KLAARSTROOM EYE (A3)                                                                                ","Spring/Eye","A31D","","No","1971-09-28","13:20:00","","","","0","","","NONE","Sample","0.762","","","0.055","","","17.5","1","","1.5","3","","","","","27.8","1","","0.05","0.1","","68.339","","","124.829","","","","","","","","","","","","19.7","1","","","","","","","","","","","11","2","","","","","","","","","","","0.43","0","","5.7","4","","","","","","","","","","","146.1","4","","8.2","2","","","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1971-09-28","13:20:00","","","","0","","","NONE","Sample","0.762","","","0.055","","","17.5","1","","1.5","3","","","","","27.8","1","","0.05","0.1","","68.339","","","124.829","","","","","","","","","","","","19.7","1","","","","","","","","","","","11","2","","","","","","","","","","","0.43","0","","5.7","4","","","","","","","","","","","146.1","4","","8.2","2","","","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1979-10-11","07:55:00","","","","0","","","NONE","Sample","0.17","","","0.109","","","68.5","1","","3.5","3","","495","1","","60.4","1","","0.25","0.1","","132.863","","","328.786","","","0.15","0.3","","","","","0.721","","","38.3","1","","0.001","","","0.02","0.04","","0.08","0.04","","3.1","2","","","","","0.003","0.005","","6.428","","","0.07","0","","25.7","4","","","","","","","","6.72","0.4","","290.8","4","","7.87","2","","7.149","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1979-11-15","15:20:00","","","","0","","","NONE","Sample","0.153","","","0.081","","","40.2","1","","7.9","3","","349","1","","49.3","1","","0.2","0.1","","115.518","","","237.524","","","0.15","0.3","","","","","1.398","","","33.3","1","","0.007","","","0.02","0.04","","0.02","0.04","","2.6","2","","","","","0.003","0.005","","6.104","","","0.07","0","","5.9","4","","","","","","","","5.64","0.4","","212.3","4","","8.9","2","","7.502","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1979-12-13","16:25:00","","","","0","","","NONE","Sample","0.145","","","0.029","","","48.1","1","","3.4","3","","493","1","","52.5","1","","0.26","0.1","","123.497","","","266.723","","","0.33","0.3","","","","","0.566","","","35.6","1","","0.001","","","0.02","0.04","","0.32","0.04","","2.3","2","","","","","0.003","0.005","","6.687","","","0.06","0","","4.6","4","","","","","","","","7.5","0.4","","325.5","4","","7.82","2","","7.254","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1980-01-10","09:55:00","","","","0","","","NONE","Sample","0.17","","","0.076","","","62.1","1","","4.8","3","","486","1","","59.7","1","","0.2","0.1","","140.148","","","321.452","","","0.65","0.3","","","","","0.693","","","40.4","1","","0.001","","","0.02","0.04","","0.37","0.04","","2.8","2","","","","","0.003","0.005","","6.494","","","0.07","0","","14.9","4","","","","","","","","8.57","0.4","","293.6","4","","7.88","2","","7.187","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1980-01-21","11:20:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","35.8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1980-02-14","16:55:00","","","","0","","","NONE","Sample","0.159","","","0.046","","","47.3","1","","3.2","3","","387","1","","47.9","1","","0.26","0.1","","119.334","","","259.784","","","0.39","0.3","","","","","0.717","","","34.4","1","","0.001","","","0.02","0.04","","0.02","0.04","","2.6","2","","","","","0.005","0.005","","6.666","","","0.07","0","","6.3","4","","","","","","","","3.5","0.4","","239.8","4","","8.1","2","","7.383","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1980-03-13","15:40:00","","","","0","","","NONE","Sample","0.137","","","0.038","","","53.2","1","","3","3","","397","1","","47.3","1","","0.31","0.1","","114.824","","","269.164","","","0.33","0.3","","","","","0.407","","","33.1","1","","0.001","","","0.02","0.04","","0.02","0.04","","2.4","2","","","","","0.003","0.005","","6.916","","","0.06","0","","5","4","","","","","","","","7.2","0.4","","245.5","4","","7.73","2","","7.323","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1980-04-17","15:15:00","","","","0","","","NONE","Sample","0.203","","","0.085","","","62.6","1","","7.7","3","","372","1","","51.8","1","","0.37","0.1","","115.518","","","293.461","","","0.15","0.3","","","","","0.355","","","33.3","1","","0.001","","","0.02","0.04","","0.02","0.04","","3.4","2","","","","","0.01","0.005","","6.96","","","0.09","0","","6.8","4","","","","","","","","6.85","0.4","","211","4","","7.67","2","","7.315","","","","","","","",""
"90300","A3H013Q01 MALMANIE-EYE AT MALMANIELOOP 66JO","-25.647222","25.948889","MALMANIE-EYE AT MALMANIELOOP (A3)","Spring/Eye","A31C","","No","1980-05-15","15:25:00","","","","0","","","NONE","Sample","0.132","","","0.048","","","50.8","1","","1.5","3","","344","1","","51.7","1","","0.27","0.1","","120.375","","","269.76","","","0.15","0.3","","","","","0.628","","","34.7","1","","0.001","","","0.02","0.04","","0.02","0.04","","2.4","2","","","","","0.01","0.005","","6.794","","","0.06","0","","7.3","4","","","","","","","","6","0.4","","201.7","4","","8.05","2","","7.422","","","","","","","",""
