"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","EquipmentInstalled_MonitoringType","EquipmentInstalled_InstallationDate","EquipmentInstalled_DecommissionedDate","EquipmentInstalled_PumpType","EquipmentInstalled_DepthtoPumpIntake","EquipmentInstalled_PumpPowerSource","EquipmentInstalled_MeterType","EquipmentInstalled_WaterMeterBulkMeterIndicator","EquipmentInstalled_WaterMeterMaximumMeasurementValue","EquipmentInstalled_RainfallMonitoringEquipmentType","EquipmentInstalled_RainfallOtherEquipmentType","EquipmentInstalled_ElectronicDataLogger","EquipmentInstalled_OtherElectronicDataLoggerType","EquipmentInstalled_MeasurementMethod","EquipmentInstalled_WaterLevelMonitoringEquipmentType"
"Dept Water - North West","08-72134","Borehole","-25.30657","25.79016",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72021","Borehole","-25.30651","25.79019",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0028","Borehole","-25.30650","25.71109",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCV0014","Borehole","-25.30650","25.71557",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BDK0004","Borehole","-25.30608","25.76099",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBK0002","Borehole","-25.30591","25.75299",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BDE0208","Borehole","-25.30473","25.79275",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BDE0210","Borehole","-25.30440","25.81236",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCV0025","Borehole","-25.30400","25.71721",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72136","Borehole","-25.30353","25.81331",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71732","Borehole","-25.30351","25.82325",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCV0029","Borehole","-25.30344","25.71121",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BDV0004","Borehole","-25.30292","25.82848",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0027","Borehole","-25.30289","25.71106",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71782","Borehole","-25.30289","25.82850",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71282","Borehole","-25.30280","25.82811",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72116","Borehole","-25.30173","25.84485",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00370","Borehole","-25.30140","26.03187",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00176","Borehole","-25.30139","25.75570",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00369","Borehole","-25.30116","26.05023",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00193","Borehole","-25.30115","25.84326",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","08-71344","Borehole","-25.30083","25.94594",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00021","Borehole","-25.30069","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00019","Borehole","-25.30068","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00017","Borehole","-25.30067","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00015","Borehole","-25.30066","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00013","Borehole","-25.30065","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00011","Borehole","-25.30064","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00009","Borehole","-25.30063","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00007","Borehole","-25.30062","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00005","Borehole","-25.30061","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00003","Borehole","-25.30060","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00002","Borehole","-25.30060","26.06635",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00004","Borehole","-25.30060","26.06636",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00006","Borehole","-25.30060","26.06637",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00008","Borehole","-25.30060","26.06638",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00010","Borehole","-25.30060","26.06639",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00012","Borehole","-25.30060","26.06640",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00014","Borehole","-25.30060","26.06641",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00016","Borehole","-25.30060","26.06642",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00018","Borehole","-25.30060","26.06643",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00020","Borehole","-25.30060","26.06644",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00022","Borehole","-25.30060","26.06645",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BD00079","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BD00080","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00078","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00081","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00082","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00083","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00084","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00085","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00086","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00087","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00088","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00089","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00090","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00091","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00092","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00093","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00094","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00095","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00096","Borehole","-25.30059","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00011","Borehole","-25.30059","25.94966",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00012","Borehole","-25.30059","25.94966",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00013","Borehole","-25.30059","25.94966",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00014","Borehole","-25.30059","25.94966",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00368","Borehole","-25.30004","26.03384",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72020","Borehole","-25.29813","25.75307",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BDK0005","Borehole","-25.29764","25.75267",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00175","Borehole","-25.29725","25.75150",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BDE0058","Borehole","-25.29625","25.75035",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72135","Borehole","-25.29494","25.84831",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71778","Borehole","-25.29494","25.84832",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00104","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00105","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00106","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00107","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00108","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00109","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00110","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00111","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00112","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00113","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00114","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00115","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00116","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00117","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00118","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00119","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00120","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00121","Borehole","-25.29281","25.88298",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00070","Borehole","-25.29240","25.71037",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0017","Borehole","-25.29234","25.71080",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00388","Borehole","-25.29218","26.03384",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCV0030","Borehole","-25.29192","25.71070",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0019","Borehole","-25.29102","25.73870",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00065","Borehole","-25.29100","25.73886",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0011","Borehole","-25.28812","25.73108",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00067","Borehole","-25.28810","25.73114",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00075","Borehole","-25.28537","25.70554",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00074","Borehole","-25.28531","25.70576",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71995","Borehole","-25.28202","25.78973",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00190","Borehole","-25.28184","25.88613",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0018","Borehole","-25.27981","25.72433",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00188","Borehole","-25.27981","25.88522",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00068","Borehole","-25.27979","25.72439",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BC00048","Borehole","-25.27615","25.71910",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BC0048","Borehole","-25.27615","25.71910",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00049","Borehole","-25.27615","25.71910",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00001","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00002","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00003","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00004","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00005","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00006","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00007","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00008","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00009","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00010","Borehole","-25.27615","25.91633",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71293","Borehole","-25.27575","25.88467",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCV0013","Borehole","-25.27561","25.71665",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71996","Borehole","-25.27526","25.78535",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0016","Borehole","-25.27488","25.71031",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCV0016","Borehole","-25.27488","25.71636",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00069","Borehole","-25.27486","25.71642",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71294","Borehole","-25.27424","25.88482",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BCE0012","Borehole","-25.27394","25.72504",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00066","Borehole","-25.27392","25.72510",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00191","Borehole","-25.27306","25.88170",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00373","Borehole","-25.27049","26.03004",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00078","Borehole","-25.26728","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00077","Borehole","-25.26727","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00189","Borehole","-25.26628","25.88413",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00064","Borehole","-25.26394","25.99104",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00063","Borehole","-25.26393","25.99104",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00187","Borehole","-25.26197","25.92430",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00092","Borehole","-25.25900","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00090","Borehole","-25.25899","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00088","Borehole","-25.25898","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00086","Borehole","-25.25897","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00084","Borehole","-25.25896","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00082","Borehole","-25.25895","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00080","Borehole","-25.25894","26.01634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00079","Borehole","-25.25894","26.01635",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00081","Borehole","-25.25894","26.01636",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00083","Borehole","-25.25894","26.01637",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00085","Borehole","-25.25894","26.01638",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00087","Borehole","-25.25894","26.01639",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00089","Borehole","-25.25894","26.01640",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00091","Borehole","-25.25894","26.01641",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00093","Borehole","-25.25894","26.01642",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BC00073","Borehole","-25.25670","25.74521",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00174","Borehole","-25.25665","25.94485",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00172","Borehole","-25.25665","25.94510",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00192","Borehole","-25.25412","25.87883",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00166","Borehole","-25.25395","25.96006",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00145","Borehole","-25.25059","25.79940",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BAE0501","Borehole","-25.24194","25.74883",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1125","Borehole","-25.23543","25.79602",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00082","Borehole","-25.23400","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00080","Borehole","-25.23399","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00078","Borehole","-25.23398","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00068","Borehole","-25.23393","26.06634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00069","Borehole","-25.23393","26.06635",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00081","Borehole","-25.23393","26.06641",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1126","Borehole","-25.23109","25.80492",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71997","Borehole","-25.22799","25.80059",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBV0002","Borehole","-25.22644","25.79770",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00226","Borehole","-25.22615","25.84965",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1114","Borehole","-25.22480","25.79992",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71264","Borehole","-25.22347","25.79824",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1113","Borehole","-25.22120","25.79841",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBV0001","Borehole","-25.22119","25.80168",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71998","Borehole","-25.22108","25.79848",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72023","Borehole","-25.22059","25.79753",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1127","Borehole","-25.21977","25.79942",,"","",,,,,,,,,,,,
"Dept Water - North West","08-71999","Borehole","-25.21970","25.79944",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00223","Borehole","-25.21726","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00224","Borehole","-25.21726","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00225","Borehole","-25.21726","25.79965",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00001","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00002","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00005","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00006","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00007","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00008","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00009","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00010","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00011","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00013","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00014","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00015","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00016","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00017","Borehole","-25.21726","25.91633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00003","Borehole","-25.21726","25.91634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00004","Borehole","-25.21726","25.91634",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00012","Borehole","-25.21726","25.91636",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00058","Borehole","-25.21681","26.08304",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00057","Borehole","-25.21680","26.08300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00056","Borehole","-25.21679","26.08303",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00055","Borehole","-25.21678","26.08300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00054","Borehole","-25.21677","26.08302",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00053","Borehole","-25.21676","26.08300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00052","Borehole","-25.21675","26.08301",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00051","Borehole","-25.21674","26.08300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00050","Borehole","-25.21673","26.08300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00059","Borehole","-25.21672","26.08300",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00236","Borehole","-25.20726","25.95578",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","0768721","Borehole","-25.20183","25.58989",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00332","Borehole","-25.20060","26.04967",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2526AA00355","Borehole","-25.20060","26.07190",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BB00222","Borehole","-25.20059","25.86632",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00070","Borehole","-25.20059","25.86632",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00071","Borehole","-25.20059","25.86632",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00117","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00118","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00119","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00120","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00121","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00122","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00123","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00124","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00125","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00126","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00127","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00128","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00129","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00130","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00131","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00132","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00133","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00134","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00135","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00136","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00137","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00138","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00139","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00140","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00141","Borehole","-25.20059","25.96633",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1111","Borehole","-25.19641","25.82968",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72024","Borehole","-25.19637","25.80203",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1122","Borehole","-25.19610","25.81378",,"","",,,,,,,,,,,,
"Dept Water - Pretoria","2525BB00249","Borehole","-25.19574","25.82856",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1123","Borehole","-25.19502","25.80121",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1330","Borehole","-25.19441","25.82072",,"","",,,,,,,,,,,,
"Dept Water - North West","2525BBE1329","Borehole","-25.19439","25.82017",,"","",,,,,,,,,,,,
"Dept Water - North West","08-72000","Borehole","-25.19297","25.82368",,"","",,,,,,,,,,,,
