"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","Lithology_DescriptorDesignation","Lithology_DescriptorName","Lithology_EventDate","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_PrimaryColour","Lithology_ColourQualifier","Lithology_SecondaryColour","Lithology_CompositionQualifier","Lithology_FabricQualifier","Lithology_FabricAttribute","Lithology_MaterialType","Lithology_FormationType","Lithology_TextureQualifier","Lithology_HardnessQualifier","Lithology_ParticleShape","Lithology_Sorting","Lithology_BoulderPercentage","Lithology_CobblePercentage","Lithology_PebblePercentage","Lithology_GranulePercentage","Lithology_SandPercentage","Lithology_SiltPercentage","Lithology_ClayPercentage","Lithology_WeatheringDegree","Lithology_FracturingDegree"
"Dept Water - Pretoria","2425DD00060","Borehole","-24.93402","25.89966","Non-Earth Scientist: Driller",,"1960-02-08","30.48","39.62","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00060","Borehole","-24.93402","25.89966","Non-Earth Scientist: Driller",,"1960-02-08","39.62","54.86","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00060","Borehole","-24.93402","25.89966","Non-Earth Scientist: Driller",,"1960-02-08","54.86","57.91","Hornfels",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00046","Borehole","-24.92624","26.04967","Non-Earth Scientist: Driller",,"1921-04-28","0.00","24.99","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00046","Borehole","-24.92624","26.04967","Non-Earth Scientist: Driller",,"1921-04-28","24.99","26.52","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00046","Borehole","-24.92624","26.04967","Non-Earth Scientist: Driller",,"1921-04-28","26.52","60.96","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00036","Borehole","-24.92597","25.82604",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","0.00","1.83","SOIL","Red",,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","1.83","4.88","Conglomerate",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","4.88","14.02","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","14.02","23.16","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","23.16","36.58","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","36.58","42.67","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","42.67","60.04","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","60.04","64.31","Quartzite",,,,,,,"Consolidated","Metamorphic",,"Hard",,,,,,,,,,,
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","64.31","68.27","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","Non-Earth Scientist: Driller",,"1921-03-30","68.27","96.93","Quartzite",,,,,,,"Consolidated","Metamorphic",,"Hard",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","Non-Earth Scientist: Driller",,"1993-11-03","0.00","1.00","SOIL","Brown",,,,"Clayey",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","Non-Earth Scientist: Driller",,"1993-11-03","1.00","7.00","Clay","Brown",,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","Non-Earth Scientist: Driller",,"1993-11-03","7.00","18.00","Shale","Black",,,,,"Slightly","Consolidated","Sedimentary",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","Non-Earth Scientist: Driller",,"1993-11-03","18.00","28.00","Shale","Black",,,,,"Slightly","Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","Non-Earth Scientist: Driller",,"1993-11-03","28.00","33.00","Andesite",,,,,,"Slightly","Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","Non-Earth Scientist: Driller",,"1993-11-03","33.00","53.00","Andesite","Black",,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","Non-Earth Scientist: Driller",,"1993-11-03","53.00","91.00","Andesite","Black",,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Unweathered",
"Dept Water - North West","2425DDE0067","Borehole","-24.92478","25.93607",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00094","Borehole","-24.92319","25.83493",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72015","Borehole","-24.92230","25.88661",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00007","Borehole","-24.92167","25.88760",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","0.00","6.00","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","6.00","12.00","Quartzite","Grey","Light",,,,,"Consolidated","Metamorphic",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","12.00","17.00","Quartzite","Grey","Light",,,,,"Consolidated","Metamorphic",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","17.00","34.00","Shale","Brown",,"Yellowish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","34.00","35.00","Shale","Purple (Magenta)",,"Reddish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","35.00","44.00","Shale","Yellow",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","44.00","66.00","Gabbro","Grey",,"Greenish",,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","66.00","70.00","Gabbro","Grey",,"Greenish",,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","70.00","98.00","Shale","Grey",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","98.00","101.00","Shale","Brown",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly","Moderately"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","Non-Earth Scientist: Driller",,"1998-06-12","101.00","106.00","Shale","Grey",,"Reddish",,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2426CC00090","Borehole","-24.91736","26.08299","Non-Earth Scientist: Driller",,"1983-10-04","0.00","3.00","SOIL","Red",,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00090","Borehole","-24.91736","26.08299","Non-Earth Scientist: Driller",,"1983-10-04","3.00","60.00","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00087","Borehole","-24.91735","26.08299","Non-Earth Scientist: Driller",,"1981-12-08","0.00","15.00","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2426CC00087","Borehole","-24.91735","26.08299","Non-Earth Scientist: Driller",,"1981-12-08","15.00","36.00","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2426CC00087","Borehole","-24.91735","26.08299","Non-Earth Scientist: Driller",,"1981-12-08","36.00","63.00","Granite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2426CC00087","Borehole","-24.91735","26.08299","Non-Earth Scientist: Driller",,"1981-12-08","63.00","72.00","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00087","Borehole","-24.91735","26.08299","Non-Earth Scientist: Driller",,"1981-12-08","72.00","90.00","Granite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00053","Borehole","-24.91652","25.88298",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00038","Borehole","-24.91513","25.87798",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00043","Borehole","-24.91458","25.81743",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00091","Borehole","-24.91430","25.87187",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00080","Borehole","-24.91375","25.87632",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00090","Borehole","-24.91375","25.87854",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72044","Borehole","-24.91162","25.90667",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72074","Borehole","-24.91162","25.90667",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00092","Borehole","-24.91152","25.87076",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00082","Borehole","-24.90958","25.87187",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72043","Borehole","-24.90951","25.91911",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00074","Borehole","-24.90791","25.87298",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00046","Borehole","-24.90597","25.86909",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00047","Borehole","-24.90597","25.87326",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00073","Borehole","-24.90513","25.86771",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00077","Borehole","-24.90486","25.87076",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00076","Borehole","-24.90486","25.88298",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72046","Dug Well","-24.90316","25.92401",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72045","Dug Well","-24.90253","25.92361",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00101","Borehole","-24.90236","25.81798",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00056","Borehole","-24.90236","25.88298",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00085","Borehole","-24.90208","25.88104",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00055","Borehole","-24.90208","25.88854",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00070","Borehole","-24.90074","25.96632","Non-Earth Scientist: Driller",,"1964-04-17","0.00","5.49","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00070","Borehole","-24.90074","25.96632","Non-Earth Scientist: Driller",,"1964-04-17","5.49","18.29","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00070","Borehole","-24.90074","25.96632","Non-Earth Scientist: Driller",,"1964-04-17","18.29","20.73","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00070","Borehole","-24.90074","25.96632","Non-Earth Scientist: Driller",,"1964-04-17","20.73","55.17","Shale","Black",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00070","Borehole","-24.90074","25.96632","Non-Earth Scientist: Driller",,"1964-04-17","55.17","62.48","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00068","Borehole","-24.90073","25.96632","Non-Earth Scientist: Driller",,"1963-12-20","0.00","18.29","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00068","Borehole","-24.90073","25.96632","Non-Earth Scientist: Driller",,"1963-12-20","18.29","46.33","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00068","Borehole","-24.90073","25.96632","Non-Earth Scientist: Driller",,"1963-12-20","46.33","56.39","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00066","Borehole","-24.90072","25.96632","Non-Earth Scientist: Driller",,"1963-11-28","0.00","4.57","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00066","Borehole","-24.90072","25.96632","Non-Earth Scientist: Driller",,"1963-11-28","4.57","25.91","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00066","Borehole","-24.90072","25.96632","Non-Earth Scientist: Driller",,"1963-11-28","25.91","44.50","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00066","Borehole","-24.90072","25.96632","Non-Earth Scientist: Driller",,"1963-11-28","44.50","46.63","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00064","Borehole","-24.90071","25.96632","Non-Earth Scientist: Driller",,"1940-02-20","0.00","1.22","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00064","Borehole","-24.90071","25.96632","Non-Earth Scientist: Driller",,"1940-02-20","1.22","4.27","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00064","Borehole","-24.90071","25.96632","Non-Earth Scientist: Driller",,"1940-02-20","4.27","43.89","Tuff","Black",,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00064","Borehole","-24.90071","25.96632","Non-Earth Scientist: Driller",,"1940-02-20","43.89","50.90","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00064","Borehole","-24.90071","25.96632","Non-Earth Scientist: Driller",,"1940-02-20","50.90","56.08","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","Non-Earth Scientist: Driller",,"1919-09-11","0.00","1.52","Alluvium",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","Non-Earth Scientist: Driller",,"1919-09-11","1.52","16.76","Clay","Yellow",,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","Non-Earth Scientist: Driller",,"1919-09-11","16.76","28.95","Clay","Red",,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","Non-Earth Scientist: Driller",,"1919-09-11","28.95","30.48","Clay","Yellow",,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","Non-Earth Scientist: Driller",,"1919-09-11","30.48","31.39","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","Non-Earth Scientist: Driller",,"1919-09-11","31.39","37.49","Clay","Red",,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","Non-Earth Scientist: Driller",,"1919-09-11","37.49","48.77","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00057","Borehole","-24.90069","25.96632","Non-Earth Scientist: Driller",,"1913-06-03","0.00","1.22","Tuff",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00057","Borehole","-24.90069","25.96632","Non-Earth Scientist: Driller",,"1913-06-03","1.22","18.29","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00057","Borehole","-24.90069","25.96632","Non-Earth Scientist: Driller",,"1913-06-03","18.29","71.63","Diabase",,,,,,,"Consolidated","Igneous",,"Hard",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00057","Borehole","-24.90069","25.96632","Non-Earth Scientist: Driller",,"1913-06-03","71.63","213.36","Shale",,,,,,,"Consolidated","Sedimentary",,"Hard",,,,,,,,,,,
"Dept Water - Pretoria","2425DD00063","Borehole","-24.90069","25.96633","Non-Earth Scientist: Driller",,"1919-09-24","0.00","3.05","Alluvium",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00063","Borehole","-24.90069","25.96633","Non-Earth Scientist: Driller",,"1919-09-24","3.05","11.58","Clay","Yellow",,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00063","Borehole","-24.90069","25.96633","Non-Earth Scientist: Driller",,"1919-09-24","11.58","29.87","Shale","Brown",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00063","Borehole","-24.90069","25.96633","Non-Earth Scientist: Driller",,"1919-09-24","29.87","40.54","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2425DD00063","Borehole","-24.90069","25.96633","Non-Earth Scientist: Driller",,"1919-09-24","40.54","42.67","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - North West","2425DD00067","Borehole","-24.90069","25.96635","Non-Earth Scientist: Driller",,"1963-12-12","0.00","15.24","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2425DD00067","Borehole","-24.90069","25.96635","Non-Earth Scientist: Driller",,"1963-12-12","15.24","47.24","Shale","Black",,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2425DD00067","Borehole","-24.90069","25.96635","Non-Earth Scientist: Driller",,"1963-12-12","47.24","50.90","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - North West","2425DD00069","Borehole","-24.90064","25.96631","Non-Earth Scientist: Driller",,"1964-02-06","0.00","9.14","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - North West","2425DD00069","Borehole","-24.90064","25.96631","Non-Earth Scientist: Driller",,"1964-02-06","9.14","57.61","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2425DD00069","Borehole","-24.90064","25.96631","Non-Earth Scientist: Driller",,"1964-02-06","57.61","77.72","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00097","Borehole","-24.90013","25.84104",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00078","Borehole","-24.89930","25.87187",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00051","Borehole","-24.89791","25.87854",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00083","Borehole","-24.89791","25.88159",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00052","Borehole","-24.89625","25.87937",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2425DD00065","Borehole","-24.89563","25.95320","Non-Earth Scientist: Driller",,"1963-11-18","0.00","13.72","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - North West","2425DD00065","Borehole","-24.89563","25.95320","Non-Earth Scientist: Driller",,"1963-11-18","13.72","46.63","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,"Highly",
"Dept Water - North West","2425DD00065","Borehole","-24.89563","25.95320","Non-Earth Scientist: Driller",,"1963-11-18","46.63","62.48","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00093","Borehole","-24.89430","25.87937",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00071","Borehole","-24.89347","25.87687",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00095","Borehole","-24.89263","25.87604",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00054","Borehole","-24.89208","25.86826",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-72073","Borehole","-24.89034","25.94959",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00044","Borehole","-24.88986","25.88743",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00075","Borehole","-24.88902","25.87632",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00016","Borehole","-24.88819","25.91882",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00042","Borehole","-24.88625","25.87326",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00041","Borehole","-24.88625","25.88798",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00099","Borehole","-24.88569","25.87604",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00098","Borehole","-24.88569","25.87743",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2425DDE0073","Borehole","-24.88536","25.92439",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00013","Borehole","-24.88513","25.92354",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2425DDE0076","Borehole","-24.88493","25.92043",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00079","Borehole","-24.88458","25.88854",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2425DDE0074","Borehole","-24.88432","25.91003",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00014","Borehole","-24.88430","25.90909",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00293","Borehole","-24.88403","26.03299","Non-Earth Scientist: Driller",,"1914-08-24","0.00","1.22","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00293","Borehole","-24.88403","26.03299","Non-Earth Scientist: Driller",,"1914-08-24","1.22","5.18","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00293","Borehole","-24.88403","26.03299","Non-Earth Scientist: Driller",,"1914-08-24","5.18","12.80","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00293","Borehole","-24.88403","26.03299","Non-Earth Scientist: Driller",,"1914-08-24","12.80","24.69","Norite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2425DD00096","Borehole","-24.88402","25.86937",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","Non-Earth Scientist: Driller",,"1921-07-14","0.00","7.62","SOIL","Red",,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","Non-Earth Scientist: Driller",,"1921-07-14","7.62","59.44","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","Non-Earth Scientist: Driller",,"1921-07-14","59.44","65.84","Boulders","Grey",,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","Non-Earth Scientist: Driller",,"1921-07-14","65.84","70.40","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","Non-Earth Scientist: Driller",,"1921-07-14","70.40","95.10","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","Non-Earth Scientist: Driller",,"1921-07-14","95.10","97.23","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","Non-Earth Scientist: Driller",,"1921-07-14","97.23","97.54","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2426CC00287","Borehole","-24.88401","26.03299","Non-Earth Scientist: Driller",,"1921-05-16","0.00","3.66","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
