"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","OtherNumber_OtherNumberType","OtherNumber_OtherNumber"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716","Department of Water Affairs and Forestry Number","TF20"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716","Hydrological Station Number","A1N0001"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716","NGDB-Number","2525DB00005"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716","Water Level Measuring Point Number","TF20"
"Dept Water - Pretoria","2525DA00112","Borehole","-25.55031","25.73262","Borehole Number","KA5"
"Dept Water - Pretoria","2525DA00112","Borehole","-25.55031","25.73262","NGDB-Number","2525DA00112"
"Dept Water - Pretoria","2525DA00113","Borehole","-25.55031","25.73286","Borehole Number","KA6"
"Dept Water - Pretoria","2525DA00113","Borehole","-25.55031","25.73286","NGDB-Number","2525DA00113"
"Dept Water - Pretoria","007098","Borehole","-25.54976","26.05078","Boring Branch Number","047050"
"Dept Water - Pretoria","007098","Borehole","-25.54976","26.05078","G-Number","007098"
"Dept Water - Pretoria","007098","Borehole","-25.54976","26.05078","NGDB-Number","2526CA00326"
"Dept Water - Pretoria","2526CA00728","Borehole","-25.54921","26.05800","Boring Branch Number","158070"
"Dept Water - Pretoria","2526CA00728","Borehole","-25.54921","26.05800","NGDB-Number","2526CA00728"
"Dept Water - Pretoria","2525DB00025","Borehole","-25.54892","25.99353","NGDB-Number","2525DB00025"
"Dept Water - Pretoria","2525DB00024","Borehole","-25.54836","25.99187","NGDB-Number","2525DB00024"
"Dept Water - Pretoria","2526CA00366","Borehole","-25.54782","26.00078","Department of Water Affairs and Forestry Number","KS3A"
"Dept Water - Pretoria","2526CA00366","Borehole","-25.54782","26.00078","NGDB-Number","2526CA00366"
"Dept Water - Pretoria","2526CA00367","Borehole","-25.54782","26.00105","Department of Water Affairs and Forestry Number","KS3B"
"Dept Water - Pretoria","2526CA00367","Borehole","-25.54782","26.00105","NGDB-Number","2526CA00367"
"Dept Water - Pretoria","2526CA00382","Borehole","-25.54782","26.00244","Department of Water Affairs and Forestry Number","KS31"
"Dept Water - Pretoria","2526CA00382","Borehole","-25.54782","26.00244","NGDB-Number","2526CA00382"
"Dept Water - Pretoria","2526CA00368","Borehole","-25.54698","26.00078","Department of Water Affairs and Forestry Number","KS4"
"Dept Water - Pretoria","2526CA00368","Borehole","-25.54698","26.00078","NGDB-Number","2526CA00368"
"Dept Water - Pretoria","2526CA00383","Borehole","-25.54698","26.00161","Department of Water Affairs and Forestry Number","KS32"
"Dept Water - Pretoria","2526CA00383","Borehole","-25.54698","26.00161","NGDB-Number","2526CA00383"
"Dept Water - Pretoria","2526CA00393","Borehole","-25.54698","26.00522","Department of Water Affairs and Forestry Number","KS108"
"Dept Water - Pretoria","2526CA00393","Borehole","-25.54698","26.00522","NGDB-Number","2526CA00393"
"Dept Water - Pretoria","2525DA00103","Borehole","-25.54690","25.67715","Borehole Number","KF2"
"Dept Water - Pretoria","2525DA00103","Borehole","-25.54690","25.67715","NGDB-Number","2525DA00103"
"Dept Water - Pretoria","2525DA00102","Borehole","-25.54690","25.67798","Borehole Number","KF1"
"Dept Water - Pretoria","2525DA00102","Borehole","-25.54690","25.67798","NGDB-Number","2525DA00102"
"Dept Water - Pretoria","2526CA00540","Borehole","-25.54673","26.06934","Department of Water Affairs and Forestry Number","HA7"
"Dept Water - Pretoria","2526CA00540","Borehole","-25.54673","26.06934","NGDB-Number","2526CA00540"
"Dept Water - Pretoria","2525DB00053","Borehole","-25.54670","25.87076","NGDB-Number","2525DB00053"
"Dept Water - Pretoria","2526CA00534","Borehole","-25.54656","26.06703","Department of Water Affairs and Forestry Number","HA1"
"Dept Water - Pretoria","2526CA00534","Borehole","-25.54656","26.06703","NGDB-Number","2526CA00534"
"Dept Water - Pretoria","2526CA00536","Borehole","-25.54649","26.06771","Department of Water Affairs and Forestry Number","HA3"
"Dept Water - Pretoria","2526CA00536","Borehole","-25.54649","26.06771","NGDB-Number","2526CA00536"
"Dept Water - Pretoria","2526CA00391","Borehole","-25.54643","26.00300","Department of Water Affairs and Forestry Number","KS106"
"Dept Water - Pretoria","2526CA00391","Borehole","-25.54643","26.00300","NGDB-Number","2526CA00391"
"Dept Water - Pretoria","2525DB00029","Borehole","-25.54642","25.99187","NGDB-Number","2525DB00029"
"Dept Water - Pretoria","2526CA00541","Borehole","-25.54633","26.06842","Department of Water Affairs and Forestry Number","HA8"
"Dept Water - Pretoria","2526CA00541","Borehole","-25.54633","26.06842","NGDB-Number","2526CA00541"
"Dept Water - Pretoria","2526CA00535","Borehole","-25.54623","26.06724","Department of Water Affairs and Forestry Number","HA2"
"Dept Water - Pretoria","2526CA00535","Borehole","-25.54623","26.06724","NGDB-Number","2526CA00535"
"Dept Water - Pretoria","2525DB00395","Spring","-25.54599","25.94045","Borehole Number","WR70"
"Dept Water - Pretoria","2525DB00395","Spring","-25.54599","25.94045","Monitoring Feature ID","84961"
"Dept Water - Pretoria","2525DB00395","Spring","-25.54599","25.94045","NGDB-Number","2525DB00395"
"Dept Water - Pretoria","2526CA00510","Borehole","-25.54576","26.05087","Department of Water Affairs and Forestry Number","KN14"
"Dept Water - Pretoria","2526CA00510","Borehole","-25.54576","26.05087","NGDB-Number","2526CA00510"
"Dept Water - Pretoria","2526CA00508","Borehole","-25.54564","26.05165","Department of Water Affairs and Forestry Number","KN12"
"Dept Water - Pretoria","2526CA00508","Borehole","-25.54564","26.05165","NGDB-Number","2526CA00508"
"Dept Water - Pretoria","2526CA00392","Borehole","-25.54560","26.00522","Department of Water Affairs and Forestry Number","KS107"
"Dept Water - Pretoria","2526CA00392","Borehole","-25.54560","26.00522","NGDB-Number","2526CA00392"
"Dept Water - Pretoria","2526CA00537","Borehole","-25.54560","26.07104","Department of Water Affairs and Forestry Number","HA4"
"Dept Water - Pretoria","2526CA00537","Borehole","-25.54560","26.07104","NGDB-Number","2526CA00537"
"Dept Water - Pretoria","2525DB00094","Borehole","-25.54559","25.93881","NGDB-Number","2525DB00094"
"Dept Water - Pretoria","2526CA00512","Borehole","-25.54550","26.05570","Department of Water Affairs and Forestry Number","KN16"
"Dept Water - Pretoria","2526CA00512","Borehole","-25.54550","26.05570","NGDB-Number","2526CA00512"
"Dept Water - Pretoria","2526CA00538","Borehole","-25.54549","26.07157","Department of Water Affairs and Forestry Number","HA5"
"Dept Water - Pretoria","2526CA00538","Borehole","-25.54549","26.07157","NGDB-Number","2526CA00538"
"Dept Water - Pretoria","2526CA00513","Borehole","-25.54546","26.05634","Department of Water Affairs and Forestry Number","KN17"
"Dept Water - Pretoria","2526CA00513","Borehole","-25.54546","26.05634","NGDB-Number","2526CA00513"
"Dept Water - Pretoria","2526CA00374","Borehole","-25.54504","26.01494","Department of Water Affairs and Forestry Number","KS16"
"Dept Water - Pretoria","2526CA00374","Borehole","-25.54504","26.01494","NGDB-Number","2526CA00374"
"Dept Water - Pretoria","2525DB00086","Borehole","-25.54503","25.93798","NGDB-Number","2525DB00086"
"Dept Water - Pretoria","2525DB00098","Borehole","-25.54503","25.96631","NGDB-Number","2525DB00098"
"Dept Water - Pretoria","2526CA00539","Borehole","-25.54486","26.07185","Department of Water Affairs and Forestry Number","HA6"
"Dept Water - Pretoria","2526CA00539","Borehole","-25.54486","26.07185","NGDB-Number","2526CA00539"
"Dept Water - Pretoria","2525DB00394","Spring","-25.54469","25.94525","Borehole Number","WR59"
"Dept Water - Pretoria","2525DB00394","Spring","-25.54469","25.94525","Monitoring Feature ID","84962"
"Dept Water - Pretoria","2525DB00394","Spring","-25.54469","25.94525","NGDB-Number","2525DB00394"
"Dept Water - Pretoria","2525DB00383","Borehole","-25.54461","25.87132","Monitoring Feature ID","1000005985"
"Dept Water - Pretoria","2525DB00383","Borehole","-25.54461","25.87132","NGDB-Number","2525DB00383"
"Dept Water - Pretoria","2525DB00383","Borehole","-25.54461","25.87132","Regional Borehole Number","B0871462"
"Dept Water - Pretoria","2526CA00509","Borehole","-25.54458","26.05159","Department of Water Affairs and Forestry Number","KN13"
"Dept Water - Pretoria","2526CA00509","Borehole","-25.54458","26.05159","NGDB-Number","2526CA00509"
"Dept Water - Pretoria","2526CA00516","Borehole","-25.54430","26.04221","Department of Water Affairs and Forestry Number","KN20"
"Dept Water - Pretoria","2526CA00516","Borehole","-25.54430","26.04221","NGDB-Number","2526CA00516"
"Dept Water - Pretoria","2526CA00574","Borehole","-25.54414","26.03269","Department of Water Affairs and Forestry Number","KT5"
"Dept Water - Pretoria","2526CA00574","Borehole","-25.54414","26.03269","NGDB-Number","2526CA00574"
"Dept Water - Pretoria","2525DB00030","Borehole","-25.54392","25.98576","NGDB-Number","2525DB00030"
"Dept Water - Pretoria","2526CA00517","Borehole","-25.54371","26.04202","Department of Water Affairs and Forestry Number","KN21"
"Dept Water - Pretoria","2526CA00517","Borehole","-25.54371","26.04202","NGDB-Number","2526CA00517"
"Dept Water - Pretoria","2526CA00514","Borehole","-25.54359","26.04387","Department of Water Affairs and Forestry Number","KN18"
"Dept Water - Pretoria","2526CA00514","Borehole","-25.54359","26.04387","NGDB-Number","2526CA00514"
"Dept Water - Pretoria","2526CA00515","Borehole","-25.54352","26.04439","Department of Water Affairs and Forestry Number","KN19"
"Dept Water - Pretoria","2526CA00515","Borehole","-25.54352","26.04439","NGDB-Number","2526CA00515"
"Dept Water - Pretoria","2525DB00028","Borehole","-25.54336","25.99215","NGDB-Number","2525DB00028"
"Dept Water - Pretoria","2525DB00027","Borehole","-25.54336","25.99826","NGDB-Number","2525DB00027"
"Dept Water - Pretoria","2526CA00372","Borehole","-25.54282","26.00133","Department of Water Affairs and Forestry Number","KS14"
"Dept Water - Pretoria","2526CA00372","Borehole","-25.54282","26.00133","NGDB-Number","2526CA00372"
"Dept Water - Pretoria","2526CA00373","Borehole","-25.54226","26.01994","Department of Water Affairs and Forestry Number","KS15"
"Dept Water - Pretoria","2526CA00373","Borehole","-25.54226","26.01994","NGDB-Number","2526CA00373"
"Dept Water - Pretoria","2526CA00573","Borehole","-25.54211","26.02869","Department of Water Affairs and Forestry Number","KT4"
"Dept Water - Pretoria","2526CA00573","Borehole","-25.54211","26.02869","NGDB-Number","2526CA00573"
"Dept Water - Pretoria","2525DA00097","Borehole","-25.54192","25.74889","NGDB-Number","2525DA00097"
"Dept Water - Pretoria","2525DA00097","Borehole","-25.54192","25.74889","Regional Borehole Number","B0974423"
"Dept Water - Pretoria","2526CA00394","Borehole","-25.54171","26.01911","Department of Water Affairs and Forestry Number","KS109"
"Dept Water - Pretoria","2526CA00394","Borehole","-25.54171","26.01911","NGDB-Number","2526CA00394"
"Dept Water - Pretoria","007099","Borehole","-25.54171","26.05023","Boring Branch Number","047051"
"Dept Water - Pretoria","007099","Borehole","-25.54171","26.05023","G-Number","007099"
"Dept Water - Pretoria","007099","Borehole","-25.54171","26.05023","NGDB-Number","2526CA00327"
"Dept Water - Pretoria","2525DB00096","Borehole","-25.54170","25.96076","NGDB-Number","2525DB00096"
"Dept Water - Pretoria","2525DB00097","Borehole","-25.54170","25.97437","NGDB-Number","2525DB00097"
"Dept Water - Pretoria","2526CA00388","Borehole","-25.54143","26.00661","Department of Water Affairs and Forestry Number","KS103"
"Dept Water - Pretoria","2526CA00388","Borehole","-25.54143","26.00661","NGDB-Number","2526CA00388"
"Dept Water - Pretoria","2526CA00511","Borehole","-25.54127","26.05111","Department of Water Affairs and Forestry Number","KN15"
"Dept Water - Pretoria","2526CA00511","Borehole","-25.54127","26.05111","NGDB-Number","2526CA00511"
"Dept Water - Pretoria","2525DB00374","Borehole","-25.54115","25.75771","Borehole Number","KL12"
"Dept Water - Pretoria","2525DB00374","Borehole","-25.54115","25.75771","NGDB-Number","2525DB00374"
"Dept Water - Pretoria","2525DB00375","Borehole","-25.54115","25.77132","Borehole Number","KL14"
"Dept Water - Pretoria","2525DB00375","Borehole","-25.54115","25.77132","NGDB-Number","2525DB00375"
"Dept Water - Pretoria","2526CA00390","Borehole","-25.54115","26.00494","Department of Water Affairs and Forestry Number","KS105"
"Dept Water - Pretoria","2526CA00390","Borehole","-25.54115","26.00494","NGDB-Number","2526CA00390"
"Dept Water - Pretoria","2526CA00379","Borehole","-25.54115","26.00994","Department of Water Affairs and Forestry Number","KS25"
"Dept Water - Pretoria","2526CA00379","Borehole","-25.54115","26.00994","NGDB-Number","2526CA00379"
"Dept Water - Pretoria","2526CA00378","Borehole","-25.54115","26.01078","Department of Water Affairs and Forestry Number","KS24"
"Dept Water - Pretoria","2526CA00378","Borehole","-25.54115","26.01078","NGDB-Number","2526CA00378"
"Dept Water - Pretoria","2526CA00389","Borehole","-25.54087","26.00467","Department of Water Affairs and Forestry Number","KS104"
"Dept Water - Pretoria","2526CA00389","Borehole","-25.54087","26.00467","NGDB-Number","2526CA00389"
"Dept Water - Pretoria","2526CA00324","Borehole","-25.53949","26.07745","Boring Branch Number","007897"
"Dept Water - Pretoria","2526CA00324","Borehole","-25.53949","26.07745","NGDB-Number","2526CA00324"
"Dept Water - Pretoria","2525DB00091","Borehole","-25.53947","25.93520","NGDB-Number","2525DB00091"
"Dept Water - Pretoria","2525DB00093","Borehole","-25.53947","25.97187","NGDB-Number","2525DB00093"
"Dept Water - Pretoria","2525DA00120","Borehole","-25.53838","25.74858","Borehole Number","KL15"
"Dept Water - Pretoria","2525DA00120","Borehole","-25.53838","25.74858","NGDB-Number","2525DA00120"
"Dept Water - Pretoria","2525DA00119","Borehole","-25.53837","25.74857","Borehole Number","KL13"
"Dept Water - Pretoria","2525DA00119","Borehole","-25.53837","25.74857","NGDB-Number","2525DA00119"
"Dept Water - Pretoria","2526CA00380","Borehole","-25.53810","26.00300","Department of Water Affairs and Forestry Number","KS26"
"Dept Water - Pretoria","2526CA00380","Borehole","-25.53810","26.00300","NGDB-Number","2526CA00380"
"Dept Water - Pretoria","2525DB00167","Borehole","-25.53725","25.89409","Department of Water Affairs and Forestry Number","SB5"
"Dept Water - Pretoria","2525DB00167","Borehole","-25.53725","25.89409","NGDB-Number","2525DB00167"
"Dept Water - North West","045368","Borehole","-25.53640","25.90232","G-Number","045368"
"Dept Water - North West","045368","Borehole","-25.53640","25.90232","Hydrological Station Number","A3N0516"
"Dept Water - North West","045368","Borehole","-25.53640","25.90232","Monitoring Feature ID","1000259988"
"Dept Water - North West","045368","Borehole","-25.53640","25.90232","NGDB-Number","2525DB00369"
"Dept Water - North West","045368","Borehole","-25.53640","25.90232","W-Number","05163"
"Dept Water - North West","045368","Borehole","-25.53640","25.90232","Water Level Measuring Point Number","045368"
"Dept Water - Pretoria","2525DA00116","Borehole","-25.53615","25.71347","Borehole Number","KA9"
"Dept Water - Pretoria","2525DA00116","Borehole","-25.53615","25.71347","NGDB-Number","2525DA00116"
"Dept Water - Pretoria","2525DA00115","Borehole","-25.53615","25.71497","Borehole Number","KA8"
"Dept Water - Pretoria","2525DA00115","Borehole","-25.53615","25.71497","NGDB-Number","2525DA00115"
"Dept Water - Pretoria","2526CA00371","Borehole","-25.53532","26.01744","Department of Water Affairs and Forestry Number","KS11"
"Dept Water - Pretoria","2526CA00371","Borehole","-25.53532","26.01744","NGDB-Number","2526CA00371"
"Dept Water - Pretoria","2526CA00744","Borehole","-25.53532","26.01912","NGDB-Number","2526CA00744"
"Dept Water - Pretoria","2526CA00744","Borehole","-25.53532","26.01912","ZQM-Number","ZQMBM15"
"Dept Water - Pretoria","2525DA00118","Borehole","-25.53531","25.69174","Borehole Number","KA11"
"Dept Water - Pretoria","2525DA00118","Borehole","-25.53531","25.69174","NGDB-Number","2525DA00118"
"Dept Water - Pretoria","2525DB00095","Borehole","-25.53531","25.95242","NGDB-Number","2525DB00095"
"Dept Water - Pretoria","2525DB00090","Borehole","-25.53503","25.92742","NGDB-Number","2525DB00090"
"Dept Water - North West","045803","Borehole","-25.53423","25.90307","G-Number","045803"
"Dept Water - North West","045803","Borehole","-25.53423","25.90307","NGDB-Number","2525DB00368"
"Dept Water - North West","045803","Borehole","-25.53423","25.90307","W-Number","05164"
"Dept Water - North West","045803","Borehole","-25.53423","25.90307","Water Level Measuring Point Number","045803"
"Dept Water - Pretoria","2526CA00325","Borehole","-25.53399","26.08300","Boring Branch Number","047863"
"Dept Water - Pretoria","2526CA00325","Borehole","-25.53399","26.08300","NGDB-Number","2526CA00325"
"Dept Water - Pretoria","2526CA00323","Borehole","-25.53398","26.08300","NGDB-Number","2526CA00323"
"Dept Water - Pretoria","2526CA00321","Borehole","-25.53397","26.08300","Borehole Number","2/1"
"Dept Water - Pretoria","2526CA00321","Borehole","-25.53397","26.08300","NGDB-Number","2526CA00321"
"Dept Water - Pretoria","2526CA00319","Borehole","-25.53396","26.08300","NGDB-Number","2526CA00319"
