"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","DepthDiameter_MeasurementDate","DepthDiameter_DepthToBottom","DepthDiameter_DepthQualifier","DepthDiameter_Diameter"
"Dept Water - Pretoria","2526AA00343","Borehole","-25.11728","26.01634","1979-05-09","59.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00333","Borehole","-25.11727","26.01634","1983-01-25","114.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00344","Borehole","-25.11727","26.01635","1979-04-26","69.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00239","Borehole","-25.10968","25.93871","1993-09-29","56.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00109","Borehole","-25.10884","25.92741","1993-09-27","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00242","Borehole","-25.10774","25.93126","","38.70","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00242","Borehole","-25.10774","25.93126","","6.50","Measured during Construction","219 mm (8.75")"
"Dept Water - Pretoria","2525BB00238","Borehole","-25.10762","25.93592","1993-09-28","76.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00237","Borehole","-25.10696","25.93354","1993-09-28","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00110","Borehole","-25.10613","25.94344","1991-10-11","76.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00243","Borehole","-25.10521","25.94691","1991-10-14","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00423","Borehole","-25.10477","26.08300","1994-02-18","56.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00240","Borehole","-25.10404","25.93916","1993-09-29","61.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00241","Borehole","-25.10234","25.93702","1993-09-30","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00075","Borehole","-25.10059","25.88298","1947-07-15","38.40","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00076","Borehole","-25.10059","25.88298","1953-04-02","73.15","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00077","Borehole","-25.10059","25.88298","1953-06-05","61.57","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00078","Borehole","-25.10059","25.88298","1953-06-06","60.96","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00079","Borehole","-25.10059","25.88298","1953-10-06","64.31","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00080","Borehole","-25.10059","25.88298","1958-06-18","45.72","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00081","Borehole","-25.10059","25.88298","1964-11-12","69.19","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00082","Borehole","-25.10059","25.88298","1964-11-26","59.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00093","Borehole","-25.10059","25.98299","1913-12-10","28.65","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00094","Borehole","-25.10059","25.98299","1958-06-23","21.03","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00095","Borehole","-25.10059","25.98299","1958-07-28","21.34","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00096","Borehole","-25.10059","25.98299","1953-08-31","18.29","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00097","Borehole","-25.10059","25.98299","1953-11-30","88.39","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00098","Borehole","-25.10059","25.98299","1961-01-04","13.11","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00099","Borehole","-25.10059","25.98299","1961-01-14","12.80","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00100","Borehole","-25.10059","25.98299","1961-03-18","37.49","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00101","Borehole","-25.10059","25.98299","1961-04-29","55.47","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00102","Borehole","-25.10059","25.98299","1961-06-02","80.47","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00103","Borehole","-25.10059","25.98299","1963-09-05","66.14","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00104","Borehole","-25.10059","25.98299","1974-03-14","107.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00105","Borehole","-25.10059","25.98299","1974-04-23","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00106","Borehole","-25.10059","25.98299","1974-05-16","67.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00107","Borehole","-25.10059","25.98299","1974-06-03","82.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00108","Borehole","-25.10059","25.98299","1974-06-19","74.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00111","Borehole","-25.10059","25.98299","1979-05-18","80.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00112","Borehole","-25.10059","25.98299","1980-01-17","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00113","Borehole","-25.10059","25.98299","1980-01-24","28.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00114","Borehole","-25.10059","25.98299","1980-02-06","71.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00115","Borehole","-25.10059","25.98299","1980-02-15","71.00","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00116","Borehole","-25.10059","25.98299","1983-02-02","90.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72107","Borehole","-25.09584","25.80795","",,,""
"Dept Water - Pretoria","2526AA00374","Borehole","-25.08814","26.04967","1990-07-11","143.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00372","Borehole","-25.08813","26.04967","1990-07-19","150.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00370","Borehole","-25.08812","26.04967","1990-07-25","72.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00368","Borehole","-25.08811","26.04967","1990-08-10","156.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00366","Borehole","-25.08810","26.04967","1990-08-23","150.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00369","Borehole","-25.08810","26.04968","1990-07-31","80.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00371","Borehole","-25.08810","26.04969","1990-07-23","90.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00373","Borehole","-25.08810","26.04970","1990-07-12","66.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00250","Borehole","-25.08809","25.96076","2003-03-06","141.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2526AA00201","Borehole","-25.08396","26.04967","1969-02-05","83.52","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00199","Borehole","-25.08395","26.04967","1938-09-07","48.77","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00197","Borehole","-25.08394","26.04967","1938-06-08","106.68","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00196","Borehole","-25.08393","26.04967","1938-04-12","45.72","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00198","Borehole","-25.08393","26.04968","1938-08-03","39.62","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00200","Borehole","-25.08393","26.04969","1968-10-24","83.82","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00018","Borehole","-25.08392","25.93299","1959-03-26","68.88","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00104","Borehole","-25.07560","26.00911","2003-01-27","138.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","008532","Borehole","-25.07560","26.01078","1952-12-06","58.22","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","008531","Borehole","-25.07560","26.01106","1952-10-20","37.49","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2526AA00422","Borehole","-25.07004","26.08050","1994-02-21","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","005430","Borehole","-25.06948","25.96577","1950-02-11","76.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00195","Borehole","-25.06736","25.96632","1954-07-17","16.15","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525BB00158","Borehole","-25.06726","25.83298","1964-03-17","67.06","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525BB00163","Borehole","-25.06726","25.83298","1964-04-29","39.62","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525BB00164","Borehole","-25.06726","25.83298","1964-05-15","68.58","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00147","Borehole","-25.06726","25.83298","1959-05-18","22.86","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00148","Borehole","-25.06726","25.83298","1959-05-28","46.94","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00149","Borehole","-25.06726","25.83298","1959-05-18","22.86","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00150","Borehole","-25.06726","25.83298","1966-05-13","77.72","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00151","Borehole","-25.06726","25.83298","1966-03-29","114.30","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00152","Borehole","-25.06726","25.83298","1961-09-08","76.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00153","Borehole","-25.06726","25.83298","1961-10-03","59.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00154","Borehole","-25.06726","25.83298","1961-10-18","56.08","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00155","Borehole","-25.06726","25.83298","1961-11-02","73.15","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00156","Borehole","-25.06726","25.83298","1963-02-26","30.78","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00157","Borehole","-25.06726","25.83298","1964-03-05","34.14","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00159","Borehole","-25.06726","25.83298","1964-03-24","19.81","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00160","Borehole","-25.06726","25.83298","1964-04-02","83.21","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00161","Borehole","-25.06726","25.83298","1964-04-08","44.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00162","Borehole","-25.06726","25.83298","1964-04-21","89.92","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00165","Borehole","-25.06726","25.83298","1964-05-29","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00166","Borehole","-25.06726","25.83298","1964-06-19","71.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00167","Borehole","-25.06726","25.83298","1965-11-29","71.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00168","Borehole","-25.06726","25.83298","1966-04-14","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00169","Borehole","-25.06726","25.83298","1966-04-14","107.59","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00170","Borehole","-25.06726","25.83298","1966-05-17","81.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00171","Borehole","-25.06726","25.83298","1966-06-21","78.33","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00172","Borehole","-25.06726","25.83298","1966-06-22","56.39","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00173","Borehole","-25.06726","25.83298","1966-07-11","66.14","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00233","Borehole","-25.06726","25.83298","1957-05-20","46.94","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00174","Borehole","-25.06726","25.96633","",,,""
"Dept Water - Pretoria","2525BB00175","Borehole","-25.06726","25.96633","1943-08-06","28.80","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00176","Borehole","-25.06726","25.96633","1945-08-14","74.98","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00177","Borehole","-25.06726","25.96633","1945-08-30","20.42","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00178","Borehole","-25.06726","25.96633","1945-10-12","44.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00179","Borehole","-25.06726","25.96633","1945-10-25","39.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00180","Borehole","-25.06726","25.96633","1945-12-05","39.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00181","Borehole","-25.06726","25.96633","1948-02-21","33.53","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00184","Borehole","-25.06726","25.96633","1950-03-03","50.29","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00187","Borehole","-25.06726","25.96633","1953-01-08","61.87","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00188","Borehole","-25.06726","25.96633","1953-01-31","25.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00189","Borehole","-25.06726","25.96633","1953-03-07","63.40","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00190","Borehole","-25.06726","25.96633","1953-04-21","54.25","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00191","Borehole","-25.06726","25.96633","1953-05-08","48.17","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00192","Borehole","-25.06726","25.96633","1953-06-06","58.83","Measured during Construction","152 mm (6.0")"
